DEPARTAMENTO,TOMBAMENTO,TOMBAMENTO SINVREA,DESCRIÇÃO DO BEM,REF. CONTÁBIL,ESTADO DE CONSERVAÇÃO,CLASSIFICAÇÃO DO BEM,RELACIONADO,DESCRIÇÃO AQUISIÇÃO,VALOR TABELA VIPE,,,
DELEGACIA REGIONAL DE JI-PARANÁ,1170,515308,COMPUTADOR, MINICOMPUTADOR, CPU,BOM,3600,1692,SERVÍVEL,NÃO,COMPRA,
DELEGACIA GERAL ,1171,536436,COMPUTADOR, MINICOMPUTADOR, CPU,BOM,3600,2340,SERVÍVEL,NÃO,COMPRA,
DELEGACIA REGIONAL DE ARIQUEMES ,1172,456883,COMPUTADOR, MINICOMPUTADOR, CPU,BOM,3600,2340,SERVÍVEL,NÃO,COMPRA,
DELEGACIA REGIONAL DE ARIQUEMES ,1173,456467,COMPUTADOR, MINICOMPUTADOR, CPU,BOM,3600,2340,SERVÍVEL,NÃO,COMPRA,
DELEGACIA GERAL ,1174,536448,COMPUTADOR, MINICOMPUTADOR, CPU,BOM,3600,2340,SERVÍVEL,NÃO,COMPRA,
DELEGACIA REGIONAL DE JARU,1175,459553,COMPUTADOR, MINICOMPUTADOR, CPU,BOM,3600,2340,SERVÍVEL,NÃO,COMPRA,
DEPARTAMENTO DE POLÍCIA METROPOLITANA - DEPOM,1176,459772,OUTROS EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,1.2.3.1.1.02.01,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DELEGACIA REGIONAL DE ROLIM DE MOURA ,1177,470856,COMPUTADOR, MINICOMPUTADOR, CPU,BOM,3600,2340,SERVÍVEL,NÃO,COMPRA,
DELEGACIA REGIONAL DE CACOAL,1178,500288,COMPUTADOR, MINICOMPUTADOR, CPU,BOM,3600,1692,SERVÍVEL,NÃO,COMPRA,
DELEGACIA REGIONAL DE ROLIM DE MOURA ,1179,459956,COMPUTADOR, MINICOMPUTADOR, CPU,BOM,3600,1800,SERVÍVEL,NÃO,COMPRA,
DELEGACIA REGIONAL DE ROLIM DE MOURA ,1180,459982,COMPUTADOR, MINICOMPUTADOR, CPU,BOM,3600,1800,SERVÍVEL,NÃO,COMPRA,
DELEGACIA REGIONAL DE CACOAL,1181,499859,COMPUTADOR, MINICOMPUTADOR, CPU,BOM,3600,1692,SERVÍVEL,NÃO,COMPRA,
DELEGACIA GERAL ,1182,538081,COMPUTADOR, MINICOMPUTADOR, CPU,BOM,3600,2340,SERVÍVEL,NÃO,COMPRA,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,1183,481050,COMPUTADOR, MINICOMPUTADOR, CPU,BOM,3600,1692,SERVÍVEL,NÃO,COMPRA,
DELEGACIA REGIONAL DE CACOAL,1184,499870,COMPUTADOR, MINICOMPUTADOR, CPU,BOM,3600,1692,SERVÍVEL,NÃO,COMPRA,
DELEGACIA REGIONAL DE SÃO MIGUEL DO GUAPORÉ,1185,463883,COMPUTADOR, MINICOMPUTADOR, CPU,BOM,3600,2340,SERVÍVEL,NÃO,COMPRA,
DELEGACIA GERAL ,1186,570232,COMPUTADOR, MINICOMPUTADOR, CPU,BOM,3600,2340,SERVÍVEL,NÃO,COMPRA,
DELEGACIA REGIONAL DE ARIQUEMES ,1187,456320,COMPUTADOR, MINICOMPUTADOR, CPU,BOM,3600,2340,SERVÍVEL,NÃO,COMPRA,
DELEGACIA GERAL ,1189,536463,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,390,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA REGIONAL DE JI-PARANÁ,1190,458807,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,273,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA GERAL ,1191,536465,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,390,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA REGIONAL DE CACOAL,1194,467823,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,282,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA GERAL ,1195,536496,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,390,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA GERAL ,1196,536501,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,390,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA GERAL ,1197,536505,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,390,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA GERAL ,1198,536507,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,390,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA GERAL ,1199,536534,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,390,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA GERAL ,1200,536520,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,390,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA REGIONAL DE ROLIM DE MOURA ,1201,462928,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,300,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA REGIONAL DE JARU,1202,458952,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,273,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA REGIONAL DE JI-PARANÁ,1203,502328,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,282,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA GERAL ,1204,536527,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,390,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA GERAL ,1205,536549,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,390,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA REGIONAL DE ARIQUEMES ,1206,456684,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,390,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA GERAL ,1207,536572,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,390,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA GERAL ,1208,536574,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,390,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA GERAL ,1209,536583,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,390,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA GERAL ,1210,536611,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,390,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA GERAL ,1211,570315,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,390,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA REGIONAL DE JI-PARANÁ,1212,502339,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,282,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA REGIONAL DE JI-PARANÁ,1213,502371,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,282,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA REGIONAL DE JI-PARANÁ,1214,515264,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,390,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA REGIONAL DE ROLIM DE MOURA ,1215,460025,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,300,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA REGIONAL DE JARU,1216,459572,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,390,SERVÍVEL,NÃO,COMPRA,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,1217,470939,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,282,SERVÍVEL,NÃO,COMPRA,,,
DEPARTAMENTO DE NARCÓTICOS ,1218,494521,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,282,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA REGIONAL DE ARIQUEMES ,1219,459321,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,282,SERVÍVEL,NÃO,COMPRA,,,
DEPARTAMENTO DE POLÍCIA METROPOLITANA - DEPOM,1220,466986,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,282,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA REGIONAL DE GUAJARÁ-MIRIM,1221,462730,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,390,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA REGIONAL DE ROLIM DE MOURA ,1222,460057,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,300,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA REGIONAL DE CACOAL,1223,500444,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,282,SERVÍVEL,NÃO,COMPRA,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,1224,481126,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,282,SERVÍVEL,NÃO,COMPRA,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,1225,482126,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,282,SERVÍVEL,NÃO,COMPRA,,,
DEPARTAMENTO DE NARCÓTICOS ,1226,494543,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,282,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA REGIONAL DE GUAJARÁ-MIRIM,1227,458546,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,300,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA REGIONAL DE ROLIM DE MOURA ,1228,460070,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,300,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA GERAL ,1229,536596,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,390,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA REGIONAL DE ROLIM DE MOURA ,1230,460072,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,300,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA GERAL ,1231,536600,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,390,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA REGIONAL DE VILHENA ,1232,463661,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,282,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA REGIONAL DE ROLIM DE MOURA ,1233,460074,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,300,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA REGIONAL DE CACOAL,1234,463564,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,264,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA REGIONAL DE ROLIM DE MOURA ,1235,460104,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,300,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA REGIONAL DE GUAJARÁ-MIRIM,1236,462746,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,390,SERVÍVEL,NÃO,COMPRA,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,1237,507992,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,390,SERVÍVEL,NÃO,COMPRA,,,
DEPARTAMENTO DE POLÍCIA METROPOLITANA - DEPOM,1238,459798,OUTROS EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,1.2.3.1.1.02.01,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,1239,481141,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,282,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA REGIONAL DE ROLIM DE MOURA ,1240,460077,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,300,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA REGIONAL DE ROLIM DE MOURA ,1241,460122,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,300,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA GERAL ,1242,536607,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,390,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA REGIONAL DE GUAJARÁ-MIRIM,1243,462718,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,390,SERVÍVEL,NÃO,COMPRA,,,
DEPARTAMENTO DE NARCÓTICOS ,1244,494645,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,282,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA REGIONAL DE CACOAL,1245,482000,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,264,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA REGIONAL DE CACOAL,1246,495575,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,282,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA REGIONAL DE ROLIM DE MOURA ,1247,466826,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,390,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA GERAL ,1248,570384,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,390,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA REGIONAL DE CACOAL,1249,495650,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,282,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA GERAL ,1250,539216,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,300,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA GERAL ,1251,539248,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,300,SERVÍVEL,NÃO,COMPRA,,,
DEPARTAMENTO DE POLÍCIA METROPOLITANA - DEPOM,1252,465821,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,"256,62",SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA REGIONAL DE CACOAL,1253,495583,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,282,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA REGIONAL DE ARIQUEMES ,1254,459830,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,282,SERVÍVEL,NÃO,COMPRA,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,1255,500304,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DELEGACIA REGIONAL DE CACOAL,1256,500465,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,282,SERVÍVEL,NÃO,COMPRA,,,
DEPARTAMENTO DE POLÍCIA METROPOLITANA - DEPOM,1257,465825,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,"256,62",SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA REGIONAL DE CACOAL,1258,500513,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,282,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA GERAL ,1259,509415,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,282,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA REGIONAL DE CACOAL,1260,500536,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,282,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA REGIONAL DE CACOAL,1261,482025,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,264,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA REGIONAL DE CACOAL,1262,495585,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,282,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA REGIONAL DE CACOAL,1263,495586,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,282,SERVÍVEL,NÃO,COMPRA,,,
DEPARTAMENTO DE POLÍCIA METROPOLITANA - DEPOM,1264,465828,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,"256,62",SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA REGIONAL DE CACOAL,1265,482180,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,264,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA REGIONAL DE CACOAL,1266,495587,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,282,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA REGIONAL DE CACOAL,1267,463539,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,264,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA REGIONAL DE CACOAL,1268,482010,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,264,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA REGIONAL DE CACOAL,1269,500613,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,282,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA REGIONAL DE CACOAL,1270,482031,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,264,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA REGIONAL DE JARU,1271,460139,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,390,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA REGIONAL DE JARU,1272,460200,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,390,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA REGIONAL DE JARU,1273,459627,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,390,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA REGIONAL DE CACOAL,1274,500570,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,282,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA REGIONAL DE JI-PARANÁ,1275,510643,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,390,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA REGIONAL DE CACOAL,1276,500572,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,282,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA REGIONAL DE GUAJARÁ-MIRIM,1278,455823,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,390,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA REGIONAL DE JARU,1279,459640,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,390,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA REGIONAL DE JI-PARANÁ,1280,510780,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,390,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA REGIONAL DE ROLIM DE MOURA ,1282,470881,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,390,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA REGIONAL DE ROLIM DE MOURA ,1283,466836,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,390,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA REGIONAL DE CACOAL,1284,495588,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,282,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA REGIONAL DE JARU,1286,460210,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,390,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA REGIONAL DE CACOAL,1287,500658,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,282,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA GERAL ,1288,539252,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,300,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA GERAL ,1289,539257,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,300,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA REGIONAL DE CACOAL,1290,482015,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,264,SERVÍVEL,NÃO,COMPRA,,,
DEPARTAMENTO DE POLÍCIA METROPOLITANA - DEPOM,1291,465852,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,"256,62",SERVÍVEL,NÃO,COMPRA,,,
DEPARTAMENTO DE POLÍCIA METROPOLITANA - DEPOM,1292,465836,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,"256,62",SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA REGIONAL DE ROLIM DE MOURA ,1293,467821,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,390,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA GERAL ,1294,570388,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,390,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA REGIONAL DE ROLIM DE MOURA ,1295,466885,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,390,SERVÍVEL,NÃO,COMPRA,,,
DEPARTAMENTO DE POLÍCIA METROPOLITANA - DEPOM,1296,465868,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,"256,62",SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA GERAL ,1297,539261,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,300,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA REGIONAL DE CACOAL,1298,500682,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,282,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA GERAL ,1299,539270,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,300,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA REGIONAL DE JI-PARANÁ,1300,510787,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,390,SERVÍVEL,NÃO,COMPRA,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,1301,507998,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,390,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA GERAL ,1302,538337,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,300,SERVÍVEL,NÃO,COMPRA,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,1303,508024,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,390,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA GERAL ,1304,570399,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,390,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA REGIONAL DE JARU,1305,460220,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,390,SERVÍVEL,NÃO,COMPRA,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,1306,508050,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,390,SERVÍVEL,NÃO,COMPRA,,,
DELEGACIA REGIONAL DE ARIQUEMES ,1307,460349,MONITOR DE VÍDEO, TERMINAL ( MONITOR PARA COMPUTADOR ),1.2.3.1.1.02.01,282,SERVÍVEL,NÃO,COMPRA,,,
